Provincia,Partido ,Localidad,ADSL,CABLEMODEM,DIALUP,FIBRAOPTICA,4G,3G,TELEFONIAFIJA,WIRELESS,SATELITAL,conectividad
BUENOS AIRES,,La Sofía,0,0,0,0,1,1,0,0,0,SI
BUENOS AIRES,Carlos Casares,Santo Tomás,0,0,0,0,0,0,0,0,0,NO
BUENOS AIRES,,Colonia Seré,0,0,0,0,0,0,0,1,0,SI
BUENOS AIRES,Carlos Tejedor,Timote,0,0,0,0,0,0,1,0,0,SI
SAN JUAN,,Villa El Salvador - Villa Sefair,0,0,0,0,0,0,0,1,0,SI
BUENOS AIRES,Chascomús,Laguna Vitel,0,0,0,0,0,1,0,1,0,SI
BUENOS AIRES,,Manuel J. Cobo (Est. Lezama),1,1,0,0,1,1,0,1,0,SI
BUENOS AIRES,Chivilcoy,Benitez,0,0,0,0,0,0,0,0,0,NO
BUENOS AIRES,,Moquehuá,0,1,0,1,1,0,0,1,0,SI
BUENOS AIRES,,Ramón Biaus,1,0,0,0,0,0,0,0,0,SI
BUENOS AIRES,Carmen de Areco,Carmen de Areco,0,1,1,0,0,1,1,1,0,SI
BUENOS AIRES,,Cerro de la Gloria,0,0,0,1,0,1,0,0,0,SI
BUENOS AIRES,Chacabuco,O'Higgins,0,0,0,1,0,1,1,0,0,SI
BUENOS AIRES,,Arroyo Venado,0,0,0,0,0,0,0,0,0,NO
BUENOS AIRES,Guaminí,Casbas,0,0,1,0,0,1,1,1,0,SI
BUENOS AIRES,Guaminí,Laguna Alsina (Est. Bonifacio),0,0,0,1,0,0,1,1,0,SI
BUENOS AIRES,Hurlingham,Hurlingham,0,1,1,1,0,1,1,0,0,SI
JUJUY,,La Intermedia,0,0,0,1,0,0,0,0,0,SI
BUENOS AIRES,Hurlingham,William C. Morris,0,1,0,1,0,1,0,1,0,SI
BUENOS AIRES,José C. Paz,José C Paz,0,1,1,1,0,1,1,1,0,SI
BUENOS AIRES,Necochea,Energía,0,0,0,0,0,0,0,0,0,NO
BUENOS AIRES,,Ramón Santamarina,0,0,0,0,1,1,0,0,0,SI
BUENOS AIRES,Olavarría,Blancagrande,0,0,0,0,0,0,0,0,0,NO
BUENOS AIRES,,Colonia Nievas,0,0,0,0,0,0,0,0,0,NO
BUENOS AIRES,Olavarría,Espigas,0,0,0,0,0,0,1,0,0,SI
BUENOS AIRES,,Santa Luisa,0,0,0,0,0,1,0,0,0,SI
BUENOS AIRES,Colón,El Arbolito,0,0,0,0,0,0,1,0,0,SI
BUENOS AIRES,,Sarasa,0,0,0,0,0,0,0,1,0,SI
BUENOS AIRES,,Villa Manuel Pomar,0,0,0,0,0,0,0,0,0,NO
BUENOS AIRES,Coronel de Marina L. Rosales,Punta Alta (Est Almirante Solier),0,1,1,1,0,1,1,0,1,SI
BUENOS AIRES,Coronel Dorrego,Coronel Dorrego,0,1,1,0,0,1,1,0,0,SI
BUENOS AIRES,,Faro,0,0,0,0,0,0,0,0,0,NO
BUENOS AIRES,Coronel Dorrego,Irene,0,0,0,0,0,1,0,0,0,SI
BUENOS AIRES,Coronel Dorrego,San Román,0,0,0,0,0,1,0,0,0,SI
BUENOS AIRES,Coronel Pringles,El Pensamiento,0,0,0,0,0,0,0,0,0,NO
BUENOS AIRES,,Coronel Suárez,1,1,0,1,1,1,0,1,0,SI
BUENOS AIRES,La Costa,Lucila Del Mar,0,1,0,1,0,1,0,1,0,SI
BUENOS AIRES,,Felipe Solá,0,0,0,0,1,0,0,0,0,SI
BUENOS AIRES,,López Lecube,0,0,0,0,0,0,0,0,0,NO
BUENOS AIRES,Pehuajó,Juan José Paso,0,0,0,1,0,1,1,1,0,SI
BUENOS AIRES,,Pehuajó,1,1,0,1,1,1,0,1,0,SI
BUENOS AIRES,Pellegrini,De Bary,0,0,0,0,0,0,0,0,0,NO
BUENOS AIRES,,Pellegrini,1,1,0,0,1,1,0,1,1,SI
BUENOS AIRES,Pergamino,Fontezuela,0,0,0,1,0,0,1,0,0,SI
BUENOS AIRES,,Ciudad Evita,1,1,0,1,1,1,0,1,0,SI
BUENOS AIRES,La Matanza,La Tablada,0,1,1,1,0,1,1,1,0,SI
BUENOS AIRES,,Juan Anchorena (Est. Urquiza),1,0,0,0,1,1,0,0,0,SI
BUENOS AIRES,Pergamino,Manuel Ocampo,0,0,0,1,0,1,1,1,0,SI
BUENOS AIRES,Pergamino,Mariano Benítez,0,0,0,0,0,0,1,0,0,SI
BUENOS AIRES,,Pinzón,0,0,0,0,0,0,0,1,0,SI
BUENOS AIRES,Pila,Casalins,0,0,0,0,0,1,0,1,0,SI
BUENOS AIRES,,Carapachay,1,1,0,1,1,1,0,0,0,SI
BUENOS AIRES,Vicente López,Munro,0,1,0,1,0,1,1,1,1,SI
BUENOS AIRES,,Vicente López,1,1,0,1,1,1,0,1,0,SI
BUENOS AIRES,Villa Gesell,Villa Gesell,0,0,0,1,0,1,1,0,0,SI
BUENOS AIRES,,Hilario Ascasubi,0,0,0,0,1,1,0,0,0,SI
BUENOS AIRES,Villarino,Teniente Origone,0,0,0,0,0,0,1,0,0,SI
BUENOS AIRES,Zárate,Escalada,0,0,0,0,0,0,0,0,0,NO
BUENOS AIRES,,Lima,1,0,0,1,1,1,0,0,1,SI
CORDOBA,Marcos Juárez,Inriville,0,0,0,0,0,1,1,0,0,SI
CORDOBA,,Villa de Pocho,0,0,0,0,1,0,0,0,0,SI
BUENOS AIRES,La Matanza,Rafael Castillo,0,1,1,1,0,0,1,1,0,SI
BUENOS AIRES,,San Justo,1,1,0,1,1,1,0,1,1,SI
BUENOS AIRES,La Matanza,Villa Eduardo Madero,0,1,1,1,0,1,1,1,0,SI
SAN LUIS,,Mesilla Del Cura,0,0,0,0,0,0,0,0,0,NO
BUENOS AIRES,,Dique Nº 1,0,0,0,0,1,1,0,0,0,SI
BUENOS AIRES,,Ensenada,1,1,0,1,1,1,0,1,0,SI
BUENOS AIRES,Ensenada,Villa Catela,0,0,0,0,0,1,0,1,0,SI
CATAMARCA,,Vilismán,0,0,0,0,1,0,0,0,0,SI
BUENOS AIRES,Esteban Echeverría,Luis Guillón,0,0,1,1,0,1,1,0,0,SI
BUENOS AIRES,Exaltación de la Cruz,Arroyo de la Cruz,0,0,0,0,0,1,0,0,0,SI
BUENOS AIRES,,Los Cardales,1,1,0,0,1,1,0,0,1,SI
BUENOS AIRES,La Matanza,Virrey Del Pino,0,1,0,1,0,0,1,1,0,SI
BUENOS AIRES,La Plata,Angel Etcheverry,0,1,0,0,0,1,0,0,0,SI
BUENOS AIRES,,Barrio El Carmen Oeste,0,0,0,0,0,0,0,1,0,SI
BUENOS AIRES,,Barrio El Peligro,1,0,0,0,1,1,0,0,0,SI
BUENOS AIRES,,City Bell,0,1,0,1,1,1,0,1,0,SI
BUENOS AIRES,La Plata,El Retiro,0,0,0,1,0,1,0,0,0,SI
BUENOS AIRES,,Esquina Negra,0,0,0,0,1,1,0,0,0,SI
BUENOS AIRES,,Jose Hernandez,0,1,0,1,1,1,0,0,0,SI
BUENOS AIRES,,La Plata,1,1,0,1,1,1,0,1,0,SI
BUENOS AIRES,La Plata,Manuel B Gonnet,0,1,0,1,0,1,1,0,0,SI
BUENOS AIRES,,ruta del sol,1,0,0,0,1,1,0,0,0,SI
BUENOS AIRES,La Plata,Villa Montoro,0,0,0,0,0,1,0,1,0,SI
BUENOS AIRES,Pilar,Pilar,0,1,1,1,0,0,1,1,1,SI
BUENOS AIRES,,Santa Teresa,0,0,0,0,1,1,0,0,1,SI
BUENOS AIRES,Pilar,Zelaya,0,1,0,0,0,1,1,0,0,SI
BUENOS AIRES,,Carilo,0,1,0,0,1,1,0,0,0,SI
BUENOS AIRES,Presidente Perón,Barrio America Unida,0,0,0,0,0,1,0,0,0,SI
BUENOS AIRES,,17 de Agosto,0,0,0,0,0,0,0,0,0,NO
BUENOS AIRES,,San Germán,0,0,0,0,0,0,0,0,0,NO
BUENOS AIRES,Punta Indio,Las Tahonas,0,0,0,0,0,0,0,0,0,NO
BUENOS AIRES,,Punta Indio,0,0,0,0,0,0,0,1,0,SI
BUENOS AIRES,Quilmes,Bernal Oeste,0,1,1,1,0,1,1,0,0,SI
BUENOS AIRES,9 de Julio,Carlos María Naón,0,0,0,0,0,1,1,0,0,SI
BUENOS AIRES,,Dudignac,0,0,0,0,1,1,0,1,0,SI
BUENOS AIRES,9 de Julio,Villa General Fournier (Est. 9 de Julio Sud),0,0,0,1,0,1,1,1,0,SI
BUENOS AIRES,Adolfo Alsina,Carhué,0,0,1,1,0,0,1,1,0,SI
BUENOS AIRES,,Espartillar,0,0,0,0,1,0,0,0,0,SI
BUENOS AIRES,Adolfo Alsina,Maza,0,0,0,1,0,1,1,0,1,SI
BUENOS AIRES,,Matheu,1,1,0,1,1,1,0,1,1,SI
CATAMARCA,,El Hueco,0,0,0,1,0,1,0,0,0,SI
BUENOS AIRES,Adolfo Alsina,Thames,0,0,0,0,0,0,0,0,0,NO
BUENOS AIRES,,Villa Margarita,0,0,0,0,0,0,0,0,0,NO
BUENOS AIRES,,De la Garma,0,0,0,1,1,1,0,1,0,SI
BUENOS AIRES,,Alberti (Est. Andrés Vaccarezza),1,0,0,1,1,1,0,1,0,SI
BUENOS AIRES,,Mechita,1,0,0,0,1,1,0,0,0,SI
BUENOS AIRES,Alberti,Villa María,0,0,0,0,0,0,0,0,0,NO
BUENOS AIRES,,Adrogué,1,1,0,1,1,1,0,1,0,SI
BUENOS AIRES,Almirante Brown,Jose Mármol,0,1,1,1,0,1,1,1,0,SI
BUENOS AIRES,,Ministro Rivadavia,1,1,0,1,1,1,0,0,0,SI
BUENOS AIRES,Almirante Brown,San Francisco Solano,0,1,1,1,0,0,1,1,0,SI
MISIONES,Cainguás,1º de Mayo,0,0,0,0,0,0,0,0,0,NO
BUENOS AIRES,,Canning,1,1,0,1,1,1,0,1,0,SI
BUENOS AIRES,Ezeiza,Carlos Spegazzini,0,1,1,1,0,1,1,1,0,SI
BUENOS AIRES,,La Unión,1,1,0,1,1,1,0,0,1,SI
MISIONES,Eldorado,Pueblo Nuevo,0,0,0,0,0,0,0,0,0,NO
BUENOS AIRES,,Estanislao Severo Zeballos,1,1,0,1,1,1,0,0,0,SI
BUENOS AIRES,,Villa Parque Sicardi,0,0,0,0,1,1,0,1,0,SI
BUENOS AIRES,,Lanús Este,1,1,0,1,1,1,0,0,1,SI
BUENOS AIRES,Lanús,Lanús Oeste,0,0,1,1,0,1,1,1,0,SI
BUENOS AIRES,Lanús,Valentín Alsina,0,1,1,1,0,1,1,0,0,SI
BUENOS AIRES,Laprida,Pueblo San Jorge,0,0,0,0,0,0,1,0,0,SI
BUENOS AIRES,,El Trigo,0,0,0,1,0,0,0,1,0,SI
BUENOS AIRES,Leandro N. Alem,Alberdi Viejo,0,0,0,0,0,0,0,1,0,SI
BUENOS AIRES,Leandro N. Alem,El Dorado,0,0,0,0,0,0,1,1,1,SI
CATAMARCA,Fray Mamerto Esquiú,Pomancillo Este,0,0,0,0,0,0,1,0,0,SI
BUENOS AIRES,Quilmes,Villa La Florida,0,1,1,1,0,0,1,0,0,SI
BUENOS AIRES,,Pérez Millán,0,0,0,1,1,1,0,0,0,SI
BUENOS AIRES,Rauch,Rauch,0,0,1,1,0,1,1,1,0,SI
BUENOS AIRES,Rivadavia,Mira Pampa,0,0,0,0,0,0,0,0,0,NO
BUENOS AIRES,,Roosevelt,0,0,0,0,0,0,0,0,0,NO
BUENOS AIRES,Rojas,Barrio Las Margaritas,0,0,0,0,0,0,0,0,0,NO
BUENOS AIRES,,Las Carabelas,0,0,0,1,1,0,0,1,0,SI
BUENOS AIRES,,Roberto Cano,0,0,0,0,0,0,0,0,0,NO
BUENOS AIRES,Rojas,Villa Parque Cecir,0,0,0,0,0,0,0,0,0,NO
BUENOS AIRES,,Carlos Beguerie,0,0,0,0,0,0,0,1,0,SI
CATAMARCA,Fray Mamerto Esquiú,San Antonio,0,0,0,1,0,1,0,0,0,SI
BUENOS AIRES,,Todd,0,0,0,1,1,1,0,0,0,SI
BUENOS AIRES,Avellaneda,Crucesita,0,1,0,1,0,1,1,0,0,SI
BUENOS AIRES,,Villa Brown,0,1,0,0,1,1,0,0,0,SI
BUENOS AIRES,Florencio Varela,Villa Santa Rosa,0,1,1,1,0,1,1,0,0,SI
BUENOS AIRES,,Florentino Ameghino,1,0,0,1,1,1,0,0,0,SI
BUENOS AIRES,General Alvarado,Mar del Sur,0,0,1,0,0,1,1,1,0,SI
BUENOS AIRES,,Bermúdez,0,0,0,0,0,0,0,0,0,NO
BUENOS AIRES,,Carlos Salas,0,0,0,0,0,0,0,1,0,SI
BUENOS AIRES,Lincoln,Las Toscas,0,0,0,0,0,0,1,0,0,SI
BUENOS AIRES,,Roberts,0,0,0,1,1,1,0,0,0,SI
BUENOS AIRES,Lobería,Lobería,0,0,1,1,0,1,1,0,0,SI
BUENOS AIRES,Saavedra,Dufaur,0,0,0,0,0,0,1,0,0,SI
BUENOS AIRES,,Goyena,0,0,0,1,0,0,0,0,0,SI
BUENOS AIRES,Saavedra,Las Encadenadas,0,0,0,0,0,0,0,0,0,NO
BUENOS AIRES,Saladillo,Alvarez de Toledo,0,0,0,1,0,1,1,0,1,SI
BUENOS AIRES,Saladillo,Del Carril,0,0,0,0,0,0,1,1,0,SI
MISIONES,Eldorado,Puerto Mado,0,0,0,0,0,0,0,0,0,NO
CATAMARCA,,La Puntilla,0,0,0,0,0,0,0,0,0,NO
CATAMARCA,Tinogasta,Medanitos,0,0,0,0,0,0,0,0,0,NO
CATAMARCA,,Pampa Blanca,0,0,0,0,0,0,0,0,0,NO
CATAMARCA,Tinogasta,Saujil,0,0,0,0,0,0,0,0,0,NO
CORDOBA,,Casa Grande,0,0,0,0,0,0,0,1,0,SI
CORDOBA,,Cuesta Blanca,0,0,0,0,0,0,0,1,0,SI
CABA,,COGHLAN,1,1,0,1,1,1,0,0,1,SI
CORDOBA,Santa María,Despeñaderos,0,0,0,1,0,1,1,1,0,SI
CORDOBA,Santa María,Falda del Cañete,0,0,0,0,0,1,0,0,0,SI
CORDOBA,Santa María,La Boca del Río,0,0,0,0,0,0,1,0,0,SI
CORDOBA,,La Cumbrecita,0,0,0,0,0,0,0,1,0,SI
CATAMARCA,Ambato,Colpes,0,0,0,0,0,0,0,0,0,NO
CATAMARCA,Ambato,Las Chacritas,0,0,0,0,0,0,0,0,0,NO
CORRIENTES,,Saladas,1,0,0,0,1,1,0,0,0,SI
CORRIENTES,,San Lorenzo,0,0,0,1,1,1,0,0,1,SI
CORRIENTES,San Cosme,San Cosme,0,0,0,0,0,1,1,1,1,SI
CORRIENTES,,La Cruz,1,0,0,0,1,1,0,0,1,SI
CORDOBA,Santa María,Toledo,0,0,0,1,0,1,1,0,0,SI
CORDOBA,,Villa del Prado,0,0,0,0,0,0,0,0,0,NO
CORDOBA,Santa María,Villa San Isidro - José de la Quintana,0,0,0,0,0,0,1,0,0,SI
CORDOBA,,Caminiaga,0,0,0,0,0,0,0,0,0,NO
CORDOBA,Sobremonte,Chuña Huasi,0,0,0,0,0,0,0,0,0,NO
CORDOBA,,San Francisco del Chañar,0,0,0,1,1,1,0,0,1,SI
CORDOBA,Tercero Arriba,Dalmacio Vélez,0,0,0,1,0,1,1,0,0,SI
CORDOBA,,General Fotheringham,1,0,0,0,1,1,0,1,0,SI
CORDOBA,Tercero Arriba,James Craik,0,1,0,1,0,1,1,1,0,SI
CORDOBA,Tercero Arriba,Los Zorros,0,0,0,0,0,1,1,0,0,SI
CORDOBA,,La Cumbre,1,0,0,0,1,1,0,1,0,SI
CORDOBA,Punilla,Mallín,0,0,0,0,0,0,0,0,0,NO
CORDOBA,,Quebrada de Luna,0,0,0,0,0,0,0,0,0,NO
CORDOBA,Punilla,San Esteban,0,0,0,0,0,0,1,1,0,SI
CORDOBA,,Santa María de Punilla,1,0,0,1,1,1,0,0,0,SI
CORDOBA,Río Cuarto,Las Higueras,0,1,0,1,0,1,1,0,0,SI
CORDOBA,Río Cuarto,Paso del Durazno,0,0,0,0,0,0,0,0,0,NO
CORDOBA,Río Cuarto,San Basilio,0,0,0,1,0,0,1,0,1,SI
CORDOBA,,Santa Catalina (Est. Holmberg),1,0,0,0,1,1,0,0,0,SI
CORDOBA,Tercero Arriba,Villa Ascasubi,0,0,0,0,0,1,1,0,0,SI
CORDOBA,,La Pampa,0,0,0,0,0,0,0,0,0,NO
CORDOBA,Totoral,Los Mistoles,0,0,0,0,0,0,0,0,0,NO
CORDOBA,,La Rancherita,0,0,0,0,0,0,0,0,0,NO
CORDOBA,,Mi Valle,0,0,0,0,0,0,0,0,0,NO
CORDOBA,Santa María,Monte Ralo,0,0,0,0,0,1,0,1,0,SI
CORDOBA,,San Nicolás,1,0,0,0,1,1,0,0,0,SI
CORDOBA,Santa María,Socavones,0,0,0,0,0,0,0,0,0,NO
CORDOBA,,Tierra Alta,0,0,0,0,0,0,0,0,0,NO
ENTRE RIOS,Colón,San José,0,0,0,0,0,1,1,1,0,SI
ENTRE RIOS,,Calabacilla,0,0,0,0,1,1,0,1,0,SI
ENTRE RIOS,Concordia,Colonia Ayuí,0,0,0,0,0,0,1,1,0,SI
ENTRE RIOS,,Colonia Yeruá,0,0,0,0,0,0,0,0,0,NO
ENTRE RIOS,Concordia,Estación Yeruá,0,0,0,0,0,0,1,0,0,SI
ENTRE RIOS,,Las Tejas,0,0,0,0,1,1,0,0,0,SI
ENTRE RIOS,Concordia,Pedernal,0,0,0,0,0,0,0,1,0,SI
ENTRE RIOS,,Puerto Yeruá,0,0,0,0,1,0,0,1,0,SI
ENTRE RIOS,,Aldea Brasilera,0,0,0,0,1,1,0,0,0,SI
ENTRE RIOS,,Aldea Salto,0,0,0,0,0,0,0,0,0,NO
ENTRE RIOS,Diamante,Aldea Spatzenkutter,0,0,0,0,0,0,1,1,0,SI
CORRIENTES,,Pedro R. Fernández (Est. Manuel F. Mantilla),0,0,0,0,1,0,0,0,0,SI
CORRIENTES,,Santo Tomé,1,0,0,0,1,1,0,1,1,SI
ENTRE RIOS,Colón,Colonia Hugues,0,0,0,0,0,0,0,1,0,SI
ENTRE RIOS,Colón,El Brillante,0,0,0,0,0,0,0,0,0,NO
ENTRE RIOS,,Sauce Pinto,0,0,0,0,0,0,0,0,0,NO
ENTRE RIOS,Paraná,Viale,0,1,0,1,0,1,1,0,0,SI
ENTRE RIOS,Paraná,Villa Urquiza,0,0,0,0,0,1,1,0,0,SI
ENTRE RIOS,,General Campos,1,0,0,0,1,0,0,1,1,SI
CHUBUT,,Aldea Apeleg,0,0,0,0,0,0,0,1,0,SI
CHUBUT,Río Senguer,Facundo,0,0,0,0,0,0,1,1,1,SI
CHUBUT,,Río Mayo,0,0,0,1,1,0,0,0,1,SI
ENTRE RIOS,Tala,Estación Arroyo Clé,0,0,0,0,0,0,0,0,0,NO
ENTRE RIOS,,Gobernador Echagüe,0,0,0,0,0,0,0,0,0,NO
ENTRE RIOS,Tala,Las Guachas,0,0,0,0,0,0,0,0,0,NO
ENTRE RIOS,Uruguay,Concepción del Uruguay,0,1,1,1,0,1,1,1,0,SI
CHUBUT,,Frontera de Río Pico,0,0,0,0,0,0,0,0,0,NO
CHUBUT,Tehuelches,José de San Martín,0,0,0,0,0,0,1,0,1,SI
CHUBUT,,Gan Gan,0,0,0,0,1,0,0,1,0,SI
CHUBUT,Telsen,Telsen,0,1,0,0,0,1,1,1,1,SI
CORDOBA,,Capilla Vieja,0,0,0,0,1,1,0,0,0,SI
CORDOBA,Calamuchita,El Durazno,0,0,0,0,0,0,0,0,0,NO
ENTRE RIOS,Uruguay,Las Moscas,0,0,0,1,0,0,1,0,0,SI
ENTRE RIOS,,Santa Anita,0,0,0,1,1,0,0,1,0,SI
ENTRE RIOS,,Villa San Marcial (Est. Gobernador Urquiza),0,0,0,0,1,1,0,1,0,SI
ENTRE RIOS,Victoria,Charigüé,0,0,0,0,0,0,0,0,0,NO
ENTRE RIOS,,Victoria,1,1,0,1,1,1,0,1,0,SI
CATAMARCA,Ambato,Los Varela,0,0,0,0,0,0,0,0,1,SI
CATAMARCA,,Ancasti,0,0,0,0,1,0,0,0,0,SI
CATAMARCA,Ancasti,La Majada,0,0,0,0,0,0,0,0,0,NO
CATAMARCA,Andalgalá,Amanao,0,0,0,0,0,0,0,0,0,NO
CATAMARCA,,Andalgalá,1,0,0,1,1,1,0,1,1,SI
CATAMARCA,Andalgalá,La Aguada,0,0,0,1,0,0,0,1,0,SI
CATAMARCA,Andalgalá,La Mesada,0,0,0,1,0,0,0,0,0,SI
CATAMARCA,,El Peñón,0,0,0,0,0,0,0,0,0,NO
CATAMARCA,Belén,Belén,0,0,0,0,0,1,1,0,1,SI
CATAMARCA,,El Durazno,0,0,0,0,0,0,0,0,1,SI
CATAMARCA,,Farallón Negro,0,0,0,0,1,0,0,0,0,SI
CATAMARCA,,Londres,0,0,0,0,1,0,0,1,1,SI
CATAMARCA,Belén,Puerta de Corral Quemado,0,0,0,0,0,0,0,0,0,NO
CATAMARCA,,Puerta de San José,0,0,0,0,0,0,0,0,1,SI
CATAMARCA,,Balde de la Punta,0,0,0,0,0,0,0,0,0,NO
CATAMARCA,,Colonia del Valle,0,0,0,0,0,0,0,0,0,NO
CATAMARCA,,Concepción,0,0,0,0,0,0,0,0,0,NO
CATAMARCA,Capayán,Los Angeles,0,0,0,0,0,0,0,0,0,NO
CATAMARCA,Capayán,San Pablo,0,0,0,0,0,0,0,0,0,NO
CATAMARCA,,Barrio Bancario,0,0,0,0,1,1,0,0,0,SI
CATAMARCA,El Alto,Guayamba,0,0,0,0,0,0,0,0,0,NO
CATAMARCA,,Infanzón,0,0,0,0,0,0,0,0,0,NO
CATAMARCA,El Alto,Tapso,0,0,0,0,0,0,0,0,0,NO
CATAMARCA,,El Aybal,0,0,0,0,0,0,0,0,0,NO
CATAMARCA,,El Quimilo,0,0,0,0,0,0,0,0,0,NO
CATAMARCA,La Paz,Esquiú,0,0,0,0,0,1,0,0,0,SI
CATAMARCA,,Ramblones,0,0,0,0,0,0,0,0,0,NO
CATAMARCA,Paclín,El Rosario,0,0,0,0,0,0,0,0,0,NO
CATAMARCA,,La Merced,1,0,0,0,1,0,0,1,1,SI
ENTRE RIOS,Villaguay,Paso de la Laguna,0,0,0,0,0,0,0,1,0,SI
ENTRE RIOS,Villaguay,Villa Clara,0,0,0,1,0,1,1,0,1,SI
FORMOSA,Bermejo,La Rinconada,0,0,0,0,0,0,0,0,0,NO
FORMOSA,,Lamadrid,0,0,0,0,0,0,0,1,0,SI
FORMOSA,Bermejo,Vaca Perdida,0,0,0,0,0,0,0,1,0,SI
CATAMARCA,Valle Viejo,El Bañado,0,0,0,0,0,0,0,0,0,NO
CATAMARCA,,Pozo Del Mistol,0,0,0,1,0,0,0,0,0,SI
CATAMARCA,Valle Viejo,Sumalao,0,0,0,1,0,0,0,1,0,SI
CHACO,,Gancedo,0,0,0,1,1,0,0,1,1,SI
CHACO,12 de Octubre,General Pinedo,0,0,0,1,0,0,1,1,1,SI
CHACO,,Mesón de Fierro,0,0,0,0,1,0,0,0,0,SI
LA PAMPA,Catriló,Catriló,0,1,1,1,0,1,1,0,1,SI
LA PAMPA,,Bernardo Larroude,0,0,0,1,0,0,0,1,1,SI
MISIONES,Eldorado,Valle Hermoso,0,0,0,0,0,0,0,0,0,NO
MISIONES,,Villa Roulet,0,0,0,0,0,0,0,0,0,NO
LA PAMPA,Chapaleufú,Sarah,0,0,0,0,0,0,0,0,1,SI
LA PAMPA,,Algarrobo del Águila,0,0,0,0,0,0,0,0,0,NO
LA PAMPA,Conhelo,Mauricio Mayer,0,0,0,0,0,0,1,1,1,SI
LA PAMPA,,Winifreda,0,1,0,1,1,1,0,0,0,SI
LA PAMPA,Curacó,Puelches,0,0,0,0,0,0,1,1,1,SI
CATAMARCA,Paclín,Palo Labrado,0,0,0,0,0,0,0,0,0,NO
CATAMARCA,,San Antonio,0,0,0,0,0,0,0,1,1,SI
CATAMARCA,,Colana,0,0,0,0,0,0,0,0,0,NO
CATAMARCA,,Joyango,0,0,0,0,0,0,0,0,0,NO
CATAMARCA,Pomán,Pomán,0,0,0,0,0,1,1,0,0,SI
CATAMARCA,,Siján,0,0,0,0,0,0,0,0,0,NO
CATAMARCA,,El Cerrito,0,0,0,0,1,1,0,0,0,SI
CATAMARCA,Santa María,Famatanca,0,0,0,0,0,0,0,0,0,NO
CATAMARCA,Santa María,La Loma,0,0,0,0,0,0,0,0,1,SI
CATAMARCA,,La Puntilla,0,0,0,0,0,0,0,0,0,NO
CORDOBA,Río Primero,Atahona,0,0,0,0,0,0,1,0,0,SI
CORDOBA,,Colonia Las Cuatro Esquinas,0,0,0,0,0,0,0,0,0,NO
CORDOBA,Río Primero,El Crispín,0,0,0,0,0,0,0,0,0,NO
CORDOBA,,La Para,0,1,0,1,1,1,0,0,1,SI
CORDOBA,,La Posta,0,0,0,0,0,0,0,0,0,NO
BUENOS AIRES,,Estación Arenales,0,0,0,0,0,0,0,0,0,NO
BUENOS AIRES,General Arenales,General Arenales,0,1,1,1,0,1,1,0,0,SI
CATAMARCA,,Las Mojarras,0,0,0,0,0,0,0,0,0,NO
CATAMARCA,,Palo Seco,0,0,0,0,0,0,0,0,0,NO
CATAMARCA,,San José,0,0,0,0,0,0,0,0,0,NO
CATAMARCA,Santa María,Santa María,0,0,0,0,0,0,0,0,1,SI
CATAMARCA,,Las Cañas,0,0,0,0,0,0,0,0,0,NO
CATAMARCA,Santa Rosa,Los Altos,0,0,0,0,0,1,1,1,1,SI
CATAMARCA,,San Pedro,0,0,0,0,1,0,0,0,0,SI
CATAMARCA,Tinogasta,Anillaco,0,0,0,0,0,0,0,0,0,NO
CATAMARCA,,Copacabana,0,0,0,0,1,0,0,0,0,SI
CATAMARCA,Tinogasta,El Salado,0,0,0,0,0,0,0,0,0,NO
BUENOS AIRES,,Elvira,0,0,0,0,0,0,0,1,0,SI
BUENOS AIRES,,Salvador María,1,0,0,1,1,0,0,1,0,SI
BUENOS AIRES,Lomas De Zamora,Llavallol,0,1,1,1,0,1,1,0,0,SI
BUENOS AIRES,,Villa Centenario,0,1,0,1,1,1,0,1,0,SI
BUENOS AIRES,Luján,Carlos Keen,0,0,0,0,0,0,1,1,0,SI
LA RIOJA,,Olta,0,1,0,1,1,1,0,0,1,SI
LA RIOJA,,Nácate,0,0,0,0,0,0,0,1,0,SI
LA RIOJA,General Juan F. Quiroga,Portezuelo,0,0,0,1,0,0,1,1,0,SI
LA RIOJA,General Ocampo,Ambil,0,0,0,0,0,0,0,1,0,SI
LA RIOJA,General Ocampo,Olpas,0,0,0,0,0,0,0,0,0,NO
LA RIOJA,,Ulapes,0,1,0,1,1,0,0,0,0,SI
LA RIOJA,Rosario Vera Peñaloza,Desiderio Tello,0,0,0,0,0,0,1,0,0,SI
BUENOS AIRES,Salto,Berdier,0,0,0,0,0,0,0,0,0,NO
BUENOS AIRES,,Salto,1,1,0,1,1,1,0,0,0,SI
CHUBUT,Biedma,Reserva Area Protegida El Doradillo,0,0,0,0,0,0,0,0,0,NO
LA RIOJA,,ALPASINCHE,0,0,0,1,1,0,0,1,0,SI
LA RIOJA,San Blas de los Sauces,Andolucas,0,0,0,0,0,0,0,0,0,NO
LA RIOJA,,Chaupihuasi,0,0,0,0,0,0,0,0,0,NO
LA RIOJA,San Blas de los Sauces,Salicas,0,0,0,0,0,0,0,0,0,NO
LA RIOJA,,Tuyubil,0,0,0,0,0,0,0,0,0,NO
LA RIOJA,Vinchina,Villa San José de Vinchina,0,0,0,1,0,0,1,1,0,SI
CHACO,1º de Mayo,Colonia Benítez,0,0,0,1,0,1,1,1,0,SI
CHACO,,Hermoso Campo,0,1,0,1,1,1,0,0,1,SI
