Provincia,Partido ,Localidad,ADSL,CABLEMODEM,DIALUP,FIBRAOPTICA,4G,3G,TELEFONIAFIJA,WIRELESS,SATELITAL,conectividad
CHACO,25 de Mayo,Napalpí,0,0,0,0,0,0,0,0,0,NO
CHACO,,Los Frentones,0,0,0,1,1,0,0,0,1,SI
CHACO,Almirante Brown,Río Muerto,0,0,0,0,0,0,0,0,0,NO
CHACO,,Isla del Cerrito,0,0,0,0,1,0,0,0,1,SI
CHACO,,Puerto Bermejo Nuevo,0,0,0,1,0,0,0,1,0,SI
CHACO,Bermejo,Puerto Bermejo Viejo,0,0,0,0,0,0,0,0,0,NO
CHACO,,Venados Grandes,0,0,0,0,0,0,0,0,0,NO
CABA,,VELEZ SARSFIELD,1,1,0,0,1,1,0,1,1,SI
CORDOBA,Punilla,Villa Flor Serrana,0,0,0,0,0,0,0,0,0,NO
CORDOBA,,Villa Parque Siquimán,0,0,0,0,1,1,0,1,0,SI
CHUBUT,Cushamen,Costa del Chubut,0,0,0,0,0,0,0,0,0,NO
CHUBUT,Cushamen,Cushamen Centro,0,0,0,0,0,0,1,0,0,SI
CHACO,General Belgrano,Corzuela,0,0,0,1,0,1,1,1,0,SI
CHACO,,La Verde,1,0,0,1,1,1,0,0,1,SI
CHACO,General Donovan,Lapachito,0,0,0,1,0,1,1,0,0,SI
CHACO,General Güemes,El Sauzal,0,0,0,0,0,0,0,0,1,SI
CHACO,General Güemes,Fuerte Esperanza,0,0,0,1,0,0,0,0,1,SI
CHACO,General Güemes,Miraflores,0,0,0,0,0,0,0,1,0,SI
CABA,,SAAVEDRA,1,1,0,1,1,1,0,1,0,SI
CHACO,,Campo Largo,1,0,0,1,1,1,0,0,0,SI
CHACO,Independencia,Napenay,0,0,0,0,0,0,1,0,0,SI
CHUBUT,,Leleque,0,0,0,0,0,0,0,0,1,SI
CHUBUT,Escalante,Acceso Norte,0,0,0,0,0,1,0,0,0,SI
CHUBUT,,Bahía Bustamante,0,0,0,0,0,0,0,0,0,NO
CHUBUT,,Barrio Caleta Olivares,0,0,0,0,0,0,0,0,0,NO
BUENOS AIRES,Avellaneda,Pineyro,0,0,0,1,0,1,1,0,0,SI
BUENOS AIRES,Avellaneda,Wilde,0,1,1,1,0,1,1,1,0,SI
BUENOS AIRES,Ayacucho,Solanet,0,0,0,0,0,0,0,1,0,SI
BUENOS AIRES,,16 de Julio,0,0,0,0,1,1,0,0,0,SI
BUENOS AIRES,25 de Mayo,Agustín Mosconi,0,0,0,0,0,0,1,0,0,SI
BUENOS AIRES,25 de Mayo,Del Valle,0,0,0,0,0,1,0,0,1,SI
BUENOS AIRES,25 de Mayo,Pedernales,0,0,0,0,0,0,0,1,0,SI
BUENOS AIRES,,9 de Julio,1,1,0,1,1,1,0,0,1,SI
BUENOS AIRES,,Alfredo Demarchi (Est. Facundo Quiroga),1,0,0,0,1,1,0,0,0,SI
CHACO,Libertad,Estación General Obligado,0,0,0,0,0,0,0,0,0,NO
CHACO,,La Eduvigis,0,0,0,0,1,0,0,0,0,SI
BUENOS AIRES,,Chillar,0,0,0,0,1,1,0,0,1,SI
BUENOS AIRES,Bahía Blanca,Bahía Blanca,0,1,1,1,0,1,1,1,1,SI
BUENOS AIRES,,Ingeniero White,0,0,0,1,1,1,0,0,1,SI
BUENOS AIRES,General Guido,Labarden,0,0,0,0,0,1,1,1,0,SI
BUENOS AIRES,,General La Madrid,1,0,0,1,1,1,0,1,0,SI
BUENOS AIRES,General La Madrid,Las Martinetas,0,0,0,0,0,0,1,1,0,SI
BUENOS AIRES,,Pontaut,0,0,0,0,0,1,0,0,0,SI
BUENOS AIRES,Luján,Cortines,0,0,0,1,0,1,1,1,0,SI
BUENOS AIRES,Luján,Lezica y Torrezuri,0,0,0,0,0,1,0,1,0,SI
BUENOS AIRES,Luján,Open Door (Est. Dr. Domingo Cabred),0,0,1,0,0,0,1,1,0,SI
BUENOS AIRES,,Torres,1,0,0,0,1,1,0,1,0,SI
BUENOS AIRES,San Andrés de Giles,Solís,0,0,0,1,0,0,1,0,1,SI
BUENOS AIRES,,Ochandío,0,0,0,0,0,0,0,1,0,SI
CHACO,Libertador General San Martín,Pampa Almirón,0,0,0,1,0,1,0,1,0,SI
CHACO,,Presidencia Roca,0,0,0,1,1,1,0,0,1,SI
CABA,COMUNA 09,PARQUE AVELLANEDA,0,1,1,1,0,1,1,0,1,SI
CORDOBA,Punilla,Villa Santa Cruz del Lago,0,0,0,0,0,0,1,1,0,SI
CORDOBA,,Achiras,0,0,0,1,1,1,0,1,0,SI
CHUBUT,Escalante,Barrio Manantial Rosales,0,0,0,0,0,0,0,0,0,NO
CHUBUT,Escalante,Barrio Militar - Aeropuerto Militar,0,0,0,0,0,0,0,0,0,NO
CHUBUT,,Barrio Rodriguez Peña,0,0,0,0,0,0,0,0,0,NO
CHUBUT,Escalante,Barrio Villa S.U.P.E.,0,0,0,0,0,1,0,0,0,SI
CHACO,,La Clotilde,0,0,0,0,1,0,0,0,0,SI
CHACO,Presidencia de la Plaza,Presidencia de la Plaza,0,1,0,1,0,0,1,0,0,SI
CHACO,,Villa El Palmar,0,0,0,0,1,0,0,1,0,SI
CHACO,San Fernando,Basail,0,1,0,0,0,1,1,1,1,SI
